id,nombre
1,Corte Suprema de Justicia
2,Consejo de Estado
3,Consejo Superior de la Judicatura
4,Consejo Nacional Electoral
5,Registraduría Nacional del estado Civil
6,Fiscalía General de la Nación
7,Contraloría General de la República
8,Senado de la República
9,Cámara de Representantes
10,Vicepresidencia de la República
11,Departamento nacional de Planeación
12,Banco de la República
13,Policía Nacional
14,Fuerzas Militares
15,Defensoría del Pueblo
16,central sindical
17,gremio de la producción
18,Universidad
19,academia o centro de pensamiento
20,ONG
21,Corte Constitucional
22,Departamento Administrativo de la Función Pública
23,Insituto Colombiano de Bienestar Familiar
24,Instituto Naciona de Medicina Legal y Ciencias Forenses
25,Superintendencia de Sociedades
26,Presidencia de la República
27,Instituto Colombiano de Derecho Tributario
28,Fondo de las Naciones Unidas para la Infancia [UNICEF]
29,Universidad de la Sabana
30,Camara colombiana de infraestructura
31,Instituto Geográfico Agustin Codazzi
32,Universidad Externado de Colombia
33,Dirección de Impuestos y Aduanas Nacionales DIAN
34,Superintendencia de Industria y Comercio
35,Cámara de Comercio de Bogotá
36,Instituto Colombiano de Derecho Tributario
37,Asociación Nacional de Empresarios de Colombia (ANDI)
38,Academia Colombiana de Jurisprudencia
39,Universidad de Antioquia
40,Universidad Externado de Colombia
41,Universidad de Ibagué
42,Universidad Industrial de Santander
43,Universidad Santo Tomas
44,Universidad de Caldas
45,Instituto Colombiano de Derecho Procesal
46,Asociación Colombiana de Universidades
47,Instituto Nacional para Ciegos - INCI
48,Corporación Cultura y Educación por la Paz
49,La Asociación Colombiana de Universidades
50,Universidad del Rosario
51,Departamento Administrativo de la Prosperidad Social
52,Comisión Colombiana de Juristas
53,Departamento de planeación nacional
54,Presidencia de la República
55,Agencia Nacional de Minería -ANM
56,Aeronáutica Civil
57,Agencia Nacional de Infraestructura –ANI
58,Agencia Nacional de Defensa Jurídica del Estado
59,Asociación Nacional de Empresarios de Colombia – ANDI
60,"Universidad del Rosario, Facultad de Jurisprudenci"
61,"Universidad EAFIT, Escuela de Derecho"
62,Fiscalía General de la Nación
63,Universidad Nacional de Colombia
64,Universidad Militar Nueva Granada
65,Academia Colombiana de Jurisprudencia
66,Departamento Administrativo de la Función Pública:
67,Escuela Superior de Administración Pública (ESAP)
68,Latam Airlines Colombia
69,Avianca
70,Universidad Libre
71,Universidad Sergio Arboleda
72,Universidad del Norte
73,Facultad de Derecho de la Institución Universitaria Politécnico Grancolombian
74,Universidad Javeriana
75,Federación Colombiana de Municipio
76,Secretaría de Movilidad de Bogotá
77,El Programa de Acción por la Igualdad y la Inclusión Social -PAIIS-
78,El Grupo de Acciones Públicas (GAP) de la Universidad del Rosario
79,Agencia de Renovación del Territorio (ART)
80,Universidad Cartagena
81,Área de Derecho del Trabajo y de la Seguridad Social de la Facultad de Jurisprudencia del Colegio Mayor Nuestra Señora del Rosario
82,La Asociación Colombiana de Administradoras de Fondos de Pensiones y de Cesantías –Asofondos-
83,Departamento Administrativo de la Función Pública:
84,Policía Nacional
85,Alcaldía de Medellín
88,Federación Colombiana de Municipios
89,Defensoría del Pueblo
90,Facultad de Jurisprudencia de la Universidad del Rosario
91,Asociación de Corporaciones Autónomas Regionales y de Desarrollo Sostenible – Asocars.
92,El Departamento Administrativo de la Función Pública
93,Corporación Colombiana de Investigación Agropecuaria –Corpoica–
94,Universidad del Atlántico
95,Universidad Industrial De Santander
96,"Centro de Estudios de Derecho, Justicia y Sociedad – DEJUSTICIA"
97,Universidad Santo Tomás
98,Alcaldía Mayor de Bogotá
99,Universidad San Buenaventura de Cali
100,Universidad de Nariño
101,Facultad de Medicina de la Universidad de Antioquia
102,Dirección de Parques Nacionales Naturales de Colombia
103,"Observatorio de Restitución y Regulación de Derechos de Propiedad Agraria,"
104,(Unidad Administrativa Especial de Gestión de Restitución de Tierras Despojadas (UAEGRTD)
105,Centro Nacional de Memoria Histórica
106,Conferencia Episcopal de Colombia
107,Universidad del Bosque
108,Universidad de Cartagena
109,Intervención del Colectivo de Abogados José Alvear Restrepo –CCAJAR
110,Universidad de la Sabana
111,Unidad Administrativa Especial de Gestión de Restitución de Tierras Despojadas - UAEGRTD
112,Facultad de Derecho de la Universidad de Antioquia
113,Universidad Distrital Francisco José de Caldas
